tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,urls,desc
tt0043353,movie,Bonanza Town,Bonanza Town,0,1951.0,\N,56,"Action,Adventure,Comedy",https://www.imdb.com/title/tt0043353,"Directed by Fred F. Sears.  With Charles Starrett, Fred F. Sears, Luther Crockett, Myron Healey. A man's pursuit of some wanted criminals is hindered by the interference of a crooked judge."
tt0043354,short,A Bone for a Bone,A Bone for a Bone,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043354,"Directed by Friz Freleng.  With Mel Blanc, Stan Freberg. Two polite twin gophers are in their underground home, playing gin, when a dog buries his bone right on top of them. They try to negotiate with the dog so that he will bury the bone somewhere else. But the dog refuses to be cooperative and chases the gophers straight into a gas main, which the gophers seal from the outside."
tt0043355,movie,The Sleepwalker,Boniface somnambule,0,1951.0,\N,86,Comedy,https://www.imdb.com/title/tt0043355,"Directed by Maurice Labro.  With Fernandel, Andrex, Gaby André, André Roanne. Victor Boniface's life is not exactly a rest cure. Just imagine : Victor is both a store detective and a - shoplifter (only when he walks in his sleep, mind you). And falling in love while sleepwalking is no bed of roses either, as the good-natured man simply forgets everything after waking up."
tt0043356,movie,Bowery Battalion,Bowery Battalion,0,1951.0,\N,69,"Action,Comedy",https://www.imdb.com/title/tt0043356,"Directed by William Beaudine.  With Leo Gorcey, Huntz Hall, Donald MacBride, Virginia Hewitt. In order to trap some spies, the Bowery Boys join the Army."
tt0043357,movie,Boîte de nuit,Boîte de nuit,0,1951.0,\N,90,Musical,https://www.imdb.com/title/tt0043357,"Directed by Alfred Rode.  With Claudine Dupuis, Alfred Rode, Pierre-Louis, Saint-Granier. A couple of dancers performs in a night club. The man is jealous of Gina, his partner,and keeps making scenes to her, going as far as bullying her on the stage during their act. A man gets killed. The dancer is suspected for being jealous of all the other men. Another potential culprit could the father of Gina since he overprotected his daughter. The real culprit will be unmasked after the police..."
tt0043359,movie,The Brave Bulls,The Brave Bulls,0,1951.0,\N,106,"Drama,Romance,Sport",https://www.imdb.com/title/tt0043359,"Directed by Robert Rossen.  With Mel Ferrer, Miroslava, Anthony Quinn, Eugene Iglesias. In 1950s Mexico, a famous bullfighter loses his nerve after he's injured and witnesses the death of another matador in the ring."
tt0043360,movie,Bride of the Gorilla,Bride of the Gorilla,0,1951.0,\N,70,Horror,https://www.imdb.com/title/tt0043360,"Directed by Curt Siodmak.  With Barbara Payton, Lon Chaney Jr., Raymond Burr, Tom Conway. The owner of a plantation in the jungle marries a beautiful woman. Shortly afterward, he is plagued by a strange voodoo curse which transforms him into a gorilla."
tt0043361,movie,Bright Victory,Bright Victory,0,1951.0,\N,97,"Drama,Romance,War",https://www.imdb.com/title/tt0043361,"Directed by Mark Robson.  With Arthur Kennedy, Peggy Dow, Julie Adams, James Edwards. After he gets blinded by a German sniper's bullet in 1943, Sergeant Larry Nevins begins the long and painful road to recovery."
tt0043362,movie,The Browning Version,The Browning Version,0,1951.0,\N,90,Drama,https://www.imdb.com/title/tt0043362,"Directed by Anthony Asquith.  With Michael Redgrave, Jean Kent, Nigel Patrick, Wilfrid Hyde-White. Forced to retire from an English public school, an unpopular professor must confront his failure as a teacher and husband."
tt0043363,movie,Bullfighter and the Lady,Bullfighter and the Lady,0,1951.0,\N,87,"Drama,Romance,Sport",https://www.imdb.com/title/tt0043363,"Directed by Budd Boetticher.  With Robert Stack, Joy Page, Gilbert Roland, Virginia Grey. Hoping to impress a beautiful senorita, an American visiting Mexico trains with a famous Mexican bullfighter and becomes a competing bullfighter himself."
tt0043365,short,Bunny Hugged,Bunny Hugged,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043365,"Directed by Chuck Jones.  With Mel Blanc, John T. Smith. This adventure takes Bugs into the world of professional wrestling."
tt0043368,movie,Bärande hav,Bärande hav,0,1951.0,\N,108,Drama,https://www.imdb.com/title/tt0043368,"Directed by Arne Mattsson.  With Alf Kjellin, Ulf Palme, Edvin Adolphson, Bengt Eklund. After a longer stay at the hospital, the young Martin comes to Gothenburg and notice that his fiancee Sonja has met another man."
tt0043369,movie,Café Cantante,Café Cantante,0,1951.0,\N,90,"Drama,Musical",https://www.imdb.com/title/tt0043369,"Directed by Antonio Momplet.  With Imperio Argentina, Edmundo Barbero, Carlos Benso, Ricardo Castro Ríos."
tt0043370,movie,Call Me Mister,Call Me Mister,0,1951.0,\N,96,Musical,https://www.imdb.com/title/tt0043370,"Directed by Lloyd Bacon.  With Betty Grable, Dan Dailey, Danny Thomas, Dale Robertson. A G.I. in occupied Japan tries to re-woo his old love, who's putting on a show for the troops."
tt0043371,movie,Callaway Went Thataway,Callaway Went Thataway,0,1951.0,\N,81,"Comedy,Western",https://www.imdb.com/title/tt0043371,"Directed by Melvin Frank, Norman Panama.  With Fred MacMurray, Dorothy McGuire, Howard Keel, Jesse White. Two marketing professionals hire a lookalike of classic western actor Smoky Callaway to impersonate the actor and make new films, but things go awry when the real Callaway, thought long missing, returns."
tt0043372,movie,Calling Bulldog Drummond,Calling Bulldog Drummond,0,1951.0,\N,80,"Crime,Mystery",https://www.imdb.com/title/tt0043372,"Directed by Victor Saville.  With Walter Pidgeon, Margaret Leighton, Robert Beatty, David Tomlinson. With a ruthless gang terrorizing London, Scotland Yard calls Hugh ""Bulldog"" Drummond out of retirement. With the help of detective Helen Smith, Drummond infiltrates the gang under an assumed name. He and Smith become trusted gang-members until the gang's overlord discovers their true identities, and they are taken as prisoners."
tt0043373,movie,Position Wanted,Cameriera bella presenza offresi...,0,1951.0,\N,95,Comedy,https://www.imdb.com/title/tt0043373,"Directed by Giorgio Pastina.  With Elsa Merlini, Gino Cervi, Giulietta Masina, Alberto Sordi. Maria is a housmaid and she is being engaged to Berto for fifteen years. Berto has not a lasting job so he is waiting for the death of his uncle Matteo to come into an inheritance. In the meantime Maria goes on with her work, first in the house of an unfaithful wife; then for an actor and his wife on the verge of leaving each other and last for Raffaele who wants to marry her. At last uncle ..."
tt0043375,movie,La canción de La Malibrán,La canción de La Malibrán,0,1951.0,\N,95,Musical,https://www.imdb.com/title/tt0043375,"Directed by Luis Escobar.  With María de los Ángeles Morales, Carlos Agostí, Fernando Aguirre, Mariano Alcón. When María marries she abandons her singing career. But when his husband is in financial difficulties she will sing again, soon becoming worldwide famous."
tt0043376,short,Canned Feud,Canned Feud,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043376,"Directed by Friz Freleng.  With Mel Blanc, Marian Richman. Sylvester has only canned food available while his people are away. A pesky mouse torments him with the only can opener."
tt0043377,movie,Canyon Raiders,Canyon Raiders,0,1951.0,\N,54,Western,https://www.imdb.com/title/tt0043377,"Directed by Lewis D. Collins.  With Whip Wilson, Fuzzy Knight, Jim Bannon, Phyllis Coates. Sam Wellman (I. Stanford Jolley), Lou Banks (Riley Hill) and Jack Marlin (Marshall Reed) have stolen horses from ranchers and have them corralled in Baxter Canyon, hoping to sell them at inflated prices to the Army with forged bill of sales. Whip Wilson (Whip Wilson) arrives in town in time to separate homesteader Texas Milburn (Fuzzy Knight) and gambler Hemingway (Bill Kennedy) from a gunfight ..."
tt0043379,movie,Captain Horatio Hornblower R.N.,Captain Horatio Hornblower R.N.,0,1951.0,\N,117,"Action,Adventure,Drama",https://www.imdb.com/title/tt0043379,"Directed by Raoul Walsh.  With Gregory Peck, Virginia Mayo, Robert Beatty, Moultrie Kelsall. During the Napoleonic wars, a British Navy Captain has adventures in Central American waters."
tt0043380,movie,"Captain Video, Master of the Stratosphere","Captain Video, Master of the Stratosphere",0,1951.0,\N,287,"Adventure,Sci-Fi",https://www.imdb.com/title/tt0043380,"Directed by Spencer Gordon Bennet, Wallace Grissell.  With Judd Holdren, Larry Stewart, George Eldredge, Gene Roth. Space hero Captain Video battles the evil Vultura on the planet Atoma."
tt0043381,short,The Car of Tomorrow,The Car of Tomorrow,0,1951.0,\N,6,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043381,Directed by Tex Avery.  With June Foray. A series of demonstrations of the kind of motoring accessories we'll all take for granted in the future...
tt0043383,movie,Casa Manana,Casa Manana,0,1951.0,\N,73,"Music,Romance",https://www.imdb.com/title/tt0043383,"Directed by Jean Yarbrough.  With Virginia Welles, Robert Clarke, Robert Karnes, Tony Roux. Linda Mason, secretary to advertising executive Horace Fairchild III, has theatrical aspirations, and unknown to her boss, she enters a radio talent contest. The contest is the brainchild of Larry Sawyer, press agent for Horace's company, but Horace takes undeserving credit for its success. Horace is in love with Linda as is Larry. The latter is opening a nightclub in partnership with Pedro ..."
tt0043384,short,Casanova Cat,Casanova Cat,0,1951.0,\N,6,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043384,"Directed by Joseph Barbera, William Hanna. Tom heads for a big city penthouse to become acquainted with a rich pretty female cat that lives there. He brings her Jerry as a gift and does some humiliating things to Jerry. Jerry, in turn, attracts the attention of another cat who also becomes interested in the female cat. It eventually turns into a fight between Tom and the other cat for the lady's hand but Jerry is the one who gets her in ..."
tt0043385,movie,A Case for PC 49,A Case for PC 49,0,1951.0,\N,80,"Crime,Drama,Mystery",https://www.imdb.com/title/tt0043385,"Directed by Francis Searle.  With Brian Reece, Joy Shelton, Christine Norden, Leslie Bradley. PC 49 grapples with a beautiful artist's model in a case involving the murder of a millionaire."
tt0043387,short,Cat Napping,Cat Napping,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043387,"Directed by Joseph Barbera, William Hanna. Tom's getting ready to settle into the hammock, but Jerry has beat him to it and the battle begins."
tt0043388,movie,Catalina de Inglaterra,Catalina de Inglaterra,0,1951.0,\N,110,"Drama,History",https://www.imdb.com/title/tt0043388,"Directed by Arturo Ruiz Castillo.  With Maruchi Fresno, Rafael Luis Calvo, Mary Lamar, Carlo Tamberlani."
tt0043389,movie,Cattle Drive,Cattle Drive,0,1951.0,\N,77,"Action,Western",https://www.imdb.com/title/tt0043389,"Directed by Kurt Neumann.  With Joel McCrea, Dean Stockwell, Chill Wills, Leon Ames. A cowboy finds the spoiled son of a railroad magnate lost in the deserted hills and teaches him survival skills and hard work values."
tt0043390,movie,Cause for Alarm!,Cause for Alarm!,0,1951.0,\N,74,"Crime,Drama,Film-Noir",https://www.imdb.com/title/tt0043390,"Directed by Tay Garnett.  With Loretta Young, Barry Sullivan, Bruce Cowling, Margalo Gillmore. An invalid husband wrongly believes his wife and doctor are conspiring to kill him and outlines that suspicion in a letter, which causes a serious concern when he ends up dying anyway."
tt0043391,movie,Cavalry Scout,Cavalry Scout,0,1951.0,\N,78,Western,https://www.imdb.com/title/tt0043391,"Directed by Lesley Selander.  With Rod Cameron, Audrey Long, Jim Davis, James Millican. After 3 Gatling Guns are stolen from a Montana army arsenal, a Cavalry scout is dispatched there to retrieve them before the thieves can sell them to the Indians."
tt0043392,movie,Cave of Outlaws,Cave of Outlaws,0,1951.0,\N,76,"Action,Drama,Romance",https://www.imdb.com/title/tt0043392,"Directed by William Castle.  With Macdonald Carey, Alexis Smith, Edgar Buchanan, Victor Jory. Released after serving 15 years in prison for train robbery Pete Carver being the only survivor of the gang goes looking for the loot in the caves where it was hidden."
tt0043395,movie,Cerca del cielo,Cerca del cielo,0,1951.0,\N,95,"Biography,Drama,War",https://www.imdb.com/title/tt0043395,"Directed by Mariano Pombo, Domingo Viladomat.  With Venancio Marcos, Patricia Morán, Gustavo Rojo, José Sepúlveda."
tt0043396,movie,Chain of Circumstance,Chain of Circumstance,0,1951.0,\N,68,Drama,https://www.imdb.com/title/tt0043396,"Directed by Will Jason.  With Richard Grayson, Margaret Field, Marta Mitrovich, Harold J. Kennedy. Dell and Tom Dawson is a young married couple beset with woe. They lose their baby and have extreme difficulty adopting another. Both end up accused of stealing a baby. Dell and Tom are saved from prison at the finale, but no such reprieve is given the couple's best friend Evie Carpenter, whose own travails drive her to suicide."
tt0043398,short,Junior Champions,Champions Juniors,0,1951.0,\N,22,Short,https://www.imdb.com/title/tt0043398,"Directed by Pierre Blondy.  With Louis de Funès. Even back in 1951,boys knew more about cars than their dads ."
tt0043400,short,Cheese Chasers,Cheese Chasers,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043400,"Directed by Chuck Jones.  With Mel Blanc, Stan Freberg. After invading a cheese factory, mice Hubie and Bertie have finally had their fill of cheese and figure there's nothing more left to live for. They plan to end it all by surrendering to Claude Cat, who becomes decidedly suspicious."
tt0043401,movie,Chicago Calling,Chicago Calling,0,1951.0,\N,75,"Drama,Film-Noir,Thriller",https://www.imdb.com/title/tt0043401,"Directed by John Reinhardt.  With Dan Duryea, Mary Anderson, Gordon Gebert, Ross Elliott. A poor father makes monumental efforts to get money to keep his phone installed, so he can get word on his critically injured little daughter."
tt0043402,short,Chicken in the Rough,Chicken in the Rough,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043402,"Directed by Jack Hannah.  With Dessie Flynn, Florence Gill, Mary Lawrence, James MacDonald. Chip 'n' Dale are gathering nuts; the nuts fall into the chicken pen. When Dale is playing around with some eggs, one hatches. The chick leaves, and Dale has to pretend to be a chick to avoid the wrath of the rooster."
tt0043403,movie,China Corsair,China Corsair,0,1951.0,\N,76,Adventure,https://www.imdb.com/title/tt0043403,"Directed by Ray Nazarro.  With Jon Hall, Lisa Ferraday, Ron Randell, Douglas Kennedy. In 'The Green Dragon' gambling club, operated by Hu Chang (Ernest Borgnine), a merchant marine, McMillen (Jon Hall), bets the last of his money. He is cheated out of his winnings. He gets a job on the Sally Ann as the engineer. On board is Paul Lowell (Ron Randell) who killed Tamara's (Lisa Ferraday) uncle for some valuable jade. Tamara and her thugs catch up to the Sally Ann and recovers her ..."
tt0043405,short,Chow Hound,Chow Hound,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043405,"Directed by Chuck Jones.  With Mel Blanc, Bea Benaderet, Stan Freberg, John T. Smith. A perpetually-hungry dog has a great scheme going: planting a cat in different houses and bullying it out the food its ""owners"" give it. But he keeps getting hungrier and hungrier, and the cat keeps forgetting the gravy."
tt0043407,movie,Cielo negro,Cielo negro,0,1951.0,\N,113,Drama,https://www.imdb.com/title/tt0043407,"Directed by Manuel Mur Oti.  With Susana Canales, Fernando Rey, Luis Prendes, Teresa Casal. A woman who works as employee in a fashion store has to care for her ill mother. At the same time she falls in love with a bohemian man."
tt0043409,movie,Circle of Danger,Circle of Danger,0,1951.0,\N,86,"Drama,Mystery,Romance",https://www.imdb.com/title/tt0043409,"Directed by Jacques Tourneur.  With Ray Milland, Patricia Roc, Marius Goring, Hugh Sinclair. In the 1950s, an American comes to Britain to investigate the murky circumstances of his brother's death that occurred during a WW2 commando raid in Nazi-occupied France."
tt0043412,movie,Four Ways Out,La città si difende,0,1951.0,\N,84,"Crime,Drama",https://www.imdb.com/title/tt0043412,"Directed by Pietro Germi.  With Gina Lollobrigida, Renato Baldini, Cosetta Greco, Paul Muller. Four criminals commit a robbery at a soccer stadium, and then split up to try to hide separately from the police."
tt0043416,movie,Fugitive in Trieste,Clandestino a Trieste,0,1951.0,\N,90,"Drama,Romance,War",https://www.imdb.com/title/tt0043416,"Directed by Guido Salvini.  With Doris Duranti, Jacques Sernas, Edda Albertini, Carlo D'Angelo. An Italian Air Force officer is pursued and captured by the Allied police and is charged with the bombing of a hospital ship. Through the efforts of his sweetheart, a witness is found who proves the bombing was not intentional but the result of being hit by enemy fire. A four-way romantic involvement is also part of the mix that includes an Allied officer and Viennse beauty Lida. The latter was ..."
tt0043417,movie,Close to My Heart,Close to My Heart,0,1951.0,\N,90,Drama,https://www.imdb.com/title/tt0043417,"Directed by William Keighley.  With Ray Milland, Gene Tierney, Fay Bainter, Howard St. John. Gene Tierney and Ray Milland play the Sheridans, a married couple unable to have a biological child. They visit an adoption agency to make inquiries and start the ball rolling. Then, they learn of a child abandoned at a local police station. The loving and very lovely Midge (Tierney) is determined to adopt the young boy, no questions asked; Brad (Milland) insists on learning about the boy's ..."
tt0043418,movie,Cloudburst,Cloudburst,0,1951.0,\N,83,Mystery,https://www.imdb.com/title/tt0043418,"Directed by Francis Searle.  With Robert Preston, Elizabeth Sellars, Colin Tapley, Sheila Burrell. A Canadian World War II veteran working for the British Foreign Office scours England for the killer who murdered his wife."
tt0043419,short,Cock-a-Doodle Dog,Cock-a-Doodle Dog,0,1951.0,\N,6,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043419,"Directed by Tex Avery.  With Bill Thompson. Collection of classic Tex Avery visual gags, set up as a battle between a sleep-deprived bulldog who just wants some shut-eye, and a rooster driven by his natural instincts to crow all night long."
tt0043421,short,Cold Turkey,Cold Turkey,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043421,"Directed by Charles A. Nichols.  With Pinto Colvig. Pluto and Milton the cat, goaded by a TV commercial for turkey, raid the fridge and find a turkey inside. Milton gets there first and re-heats the turkey, first on the furnace duct, and then, trying to hide from Pluto, inside the tube-type TV - but he over-does it a bit."
tt0043423,movie,Colorado Ambush,Colorado Ambush,0,1951.0,\N,52,Western,https://www.imdb.com/title/tt0043423,"Directed by Lewis D. Collins.  With Johnny Mack Brown, Myron Healey, Lois Hall, Tommy Farrell. When three pinto-riding Wells Fargo messengers are killed, Ranger Johnny is sent, incognito, to Booneville to investigate. He is welcomed by Sheriff Ed Lowery, Wells Fargo agent Ben Williams, the latter's daughter Janet and his son Terry, who supplies horses for the Wells Fargo riders. Johnny tangles with Chet Murdock, a killer, in a saloon fight and also J notices that Mae Star, hotel ..."
tt0043424,movie,Come Fill the Cup,Come Fill the Cup,0,1951.0,\N,113,Drama,https://www.imdb.com/title/tt0043424,"Directed by Gordon Douglas.  With James Cagney, Phyllis Thaxter, Raymond Massey, James Gleason. Alcoholic newspaperman Lew Marsh hits bottom, loses his job and is rehabilitated by Charley Dolan. After six years on the wagon he gets his job back and devotes himself to other recovering alcoholics. His boss enlists his help to sober up his nephew, Boyd Copeland, who has married Lew's old sweetheart. Boyd, who is involved with a cabaret singer and the mob, presents quite a challenge."
tt0043425,movie,Comin' Round the Mountain,Comin' Round the Mountain,0,1951.0,\N,77,"Comedy,Musical",https://www.imdb.com/title/tt0043425,"Directed by Charles Lamont.  With Bud Abbott, Lou Costello, Dorothy Shay, Kirby Grant. Bud and Lou get mixed up with hillbillies, witches and love potions."
tt0043427,movie,Corky of Gasoline Alley,Corky of Gasoline Alley,0,1951.0,\N,80,Comedy,https://www.imdb.com/title/tt0043427,"Directed by Edward Bernds.  With Scotty Beckett, Jimmy Lydon, Don Beddoe, Gordon Jones. Elwood Martin (Gordon Jones), a brash extrovert with an aversion to work come to live with Walt Wallet (Don Beddoe) and his wife, Phyllis (Madelon Baker). He blunders about their house, and the diner owned by Corky Wallet (Scotty Beckett) and the fix-it shop belonging to Skeezix Wallet (Jimmy Lydon), creating havoc at every stop. Corky and his kid sister, Judy Wallet (Patti Brady) decide the only..."
tt0043428,short,Corn Chips,Corn Chips,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043428,"Directed by Jack Hannah.  With Dessie Flynn, James MacDonald, Clarence Nash. Donald is shoveling the snow off his walk; Chip 'n' Dale are shoveling their branch. Donald tricks them into shoveling his walk. Angered, they sneak into his house, where he's getting ready to make popcorn. They've never seen this before, but they love it. They stow away in the box, then make off with the bowl of popped corn."
tt0043429,short,Corn Plastered,Corn Plastered,0,1951.0,\N,7,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043429,"Directed by Robert McKimson.  With Mel Blanc, Pat Patrick. A beany-capped, wise-cracking crow invades a corn field owned by an elderly farmer. The farmer unsuccessfully attempts to kill the crow by using a gun, an axe, and a cannon."
tt0043432,movie,Crazy Over Horses,Crazy Over Horses,0,1951.0,\N,65,"Action,Comedy,Sport",https://www.imdb.com/title/tt0043432,"Directed by William Beaudine.  With Leo Gorcey, Huntz Hall, Ted de Corsia, Allen Jenkins. The boys get mixed up with a race horse & crooked gamblers."
tt0043433,movie,Criminal Lawyer,Criminal Lawyer,0,1951.0,\N,74,"Action,Crime,Drama",https://www.imdb.com/title/tt0043433,"Directed by Seymour Friedman.  With Pat O'Brien, Jane Wyatt, Carl Benton Reid, Mary Castle. Alcoholic lawyer sobers up to defend friend in murder case."
tt0043434,movie,Crosswinds,Crosswinds,0,1951.0,\N,95,"Adventure,Crime,Thriller",https://www.imdb.com/title/tt0043434,"Directed by Lewis R. Foster.  With John Payne, Rhonda Fleming, Forrest Tucker, Alan Mowbray. Adventurer tries to recover gold from sunken plane."
tt0043435,movie,Cry Danger,Cry Danger,0,1951.0,\N,79,"Crime,Drama,Film-Noir",https://www.imdb.com/title/tt0043435,"Directed by Robert Parrish.  With Dick Powell, Rhonda Fleming, Richard Erdman, William Conrad. Ex-con Rocky Mulloy seeks the real culprit in the crime for which he was framed in a night world of deceptive dames and double crosses."
tt0043436,movie,"Cry, the Beloved Country","Cry, the Beloved Country",0,1951.0,\N,103,Drama,https://www.imdb.com/title/tt0043436,"Directed by Zoltan Korda.  With Canada Lee, Sidney Poitier, Charles Carson, Joyce Carey. In the back country of South Africa, black minister Stephen Kumalo (Canada Lee) journeys to the city to search for his missing son, only to find his people living in squalor and his son a criminal. Reverend Misimangu (Sidney Poitier) is a young South African clergyman who helps find his missing son-turned-thief and sister-turned-prostitute in the slums of Johannesburg."
tt0043437,movie,Cuban Fireball,Cuban Fireball,0,1951.0,\N,78,"Comedy,Musical,Romance",https://www.imdb.com/title/tt0043437,"Directed by William Beaudine.  With Estelita Rodriguez, Warren Douglas, Mimi Aguglia, Leon Belasco. Estelita is an entertainer in a Cuban cigar-factory and gets into trouble for mimicking her employer, but is fawned over after she inherits $20,000,000. On her way to Los Angelese to collect her inheritance, she decides to make herself unattractive to discourage suitors who want only her money. Tommy Pomeroy, son of the manager of her inherited oil company, proves to want only her (not knowing ..."
tt0043438,movie,Una cubana en España,Una cubana en España,0,1951.0,\N,69,"Comedy,Musical",https://www.imdb.com/title/tt0043438,"Directed by Luis Bayón Herrera.  With Blanquita Amaro, Mario Cabré, Marujita Díaz, Tito Lusiardo."
tt0043439,movie,Cuento de hadas,Cuento de hadas,0,1951.0,\N,81,Comedy,https://www.imdb.com/title/tt0043439,"Directed by Edgar Neville.  With Conchita Montes, Ismael Merlo, Nina Polán, Manolo Gómez Bur."
tt0043440,movie,The Naked and the Wicked,Core 'ngrato,0,1951.0,\N,110,"Drama,Music,Romance",https://www.imdb.com/title/tt0043440,"Directed by Guido Brignone.  With Carla Del Poggio, Frank Latimore, Gabriele Ferzetti, Tina Lattanzi. Using actor's names as they differ in the dubbed-versions: Carla del Poggio is the wistful companion of opera star Madam Stefania Monti. Carla soon learns that Madam's accompanist, Gabrielle Feretti, is fond of bedroom romps with Madam's wistful companion, and is also a thief who absconds with Madam's jewelry. Carla is accused of the theft but her attorney, Frank Latimore, who is also something ..."
tt0043441,movie,Cyclone Fury,Cyclone Fury,0,1951.0,\N,53,"Action,Comedy,Music",https://www.imdb.com/title/tt0043441,"Directed by Ray Nazarro.  With Charles Starrett, Fred F. Sears, Clayton Moore, Robert J. Wilke. Johnny is a young Indian boy who falls heir to thousands of wild horses when his adoptive white father is murdered by henchmen of the town's leading citizen, Grat Hanlon. With the aid of his protector Steve Reynolds, he acquires an Army contract to deliver 300 horses a month to the cavalry. Hanlon, desiring the contract himself, and his men set out to keep the contract from being fulfilled."
tt0043442,movie,Czardas der Herzen,Czardas der Herzen,0,1951.0,\N,82,Comedy,https://www.imdb.com/title/tt0043442,"Directed by Sándor Szlatinay.  With Wolf Albach-Retty, Hannelore Bollmann, Edith Prager, Dorit Kreysler."
tt0043443,movie,Die Csardasfürstin,Die Csardasfürstin,0,1951.0,\N,93,"Musical,Romance",https://www.imdb.com/title/tt0043443,"Directed by Georg Jacoby.  With Marika Rökk, Johannes Heesters, Hubert Marischka, Walter Müller. Famous star Sylva Varescu turns her adorers heads in great numbers, leaving them behind with broken hearts. But when she falls for Edwin von Weylersheim and he for her, his family objects because they want him to marry another woman. So Sylva has to fight for him."
tt0043444,movie,Cárcel de mujeres,Cárcel de mujeres,0,1951.0,\N,83,"Crime,Drama",https://www.imdb.com/title/tt0043444,"Directed by Miguel M. Delgado.  With Miroslava, Sara Montiel, Katy Jurado, María Douglas. Evangelina asesina a su amante Alberto. En prisión ella conoce a Dora, la novia de Alberto, quien fue privada de su libertad por los negocios ilicitos de él. Una interesante historia esta a punto de tejerse."
tt0043445,movie,The Dakota Kid,The Dakota Kid,0,1951.0,\N,60,Western,https://www.imdb.com/title/tt0043445,"Directed by Philip Ford.  With Michael Chapin, Eilene Janssen, James Bell, Danny Morton. The Dakota Kid (Danny Morton as Dann Morton) is a young outlaw who joins a gang headed by Ace Crandall (Robert Shayne). Crandall's aim is to unseat Sheriff Tom White (James Bell) and then use his power to enrich himself at the community's expense. Dakota impersonates a long-lost nephew of the sheriff, and is made a marshal. Through his association with the sheriff's grandson, Red White (Michael ..."
tt0043446,movie,The Lady in Black,Die Dame in Schwarz,0,1951.0,\N,93,Crime,https://www.imdb.com/title/tt0043446,"Directed by Erich Engels.  With Paul Hartmann, Mady Rahl, Rudolf Prack, Harald Paulsen."
tt0043448,movie,Danger Zone,Danger Zone,0,1951.0,\N,56,"Crime,Drama,Mystery",https://www.imdb.com/title/tt0043448,"Directed by William Berke.  With Hugh Beaumont, Edward Brophy, Richard Travis, Tom Neal. Claire Underwood hires San Francisco private-detective Dennis O'Brien to purchase a saxophone case at an auction, and O'Brien is promptly slugged and the case is stolen by Larry Dunlap. O'Brien snoops around and learns that Claire and Dunlap are rivals in a smuggling racket, and he seizes Claire just as she is about to leave the country with the case and its stolen jewels. O'Brien then gets ..."
tt0043450,short,Daredevil Droopy,Daredevil Droopy,0,1951.0,\N,6,"Animation,Comedy,Family",https://www.imdb.com/title/tt0043450,"Directed by Tex Avery.  With Bill Thompson, Daws Butler. Similar in tone to 'The Chump Champ' (1950), but this time Droopy and Spike are in competition for a circus acrobat's job..."
tt0043453,movie,The Dark Man,The Dark Man,0,1951.0,\N,91,"Crime,Drama,Thriller",https://www.imdb.com/title/tt0043453,"Directed by Jeffrey Dell.  With Edward Underdown, Maxwell Reed, Natasha Parry, William Hartnell. A killer called 'The Dark Man' commits double murder. This is witnessed by the young aspiring actress Molly Lester. The Dark Man tries everything to put Molly out of the way. Detective Inspector Viner of Scotland Yard investigates the murders."
tt0043454,movie,"Darling, How Could You!","Darling, How Could You!",0,1951.0,\N,96,Comedy,https://www.imdb.com/title/tt0043454,"Directed by Mitchell Leisen.  With Joan Fontaine, John Lund, Mona Freeman, Peter Hansen. Based on James Barrie's play ""Alice Sit-By-The-Fire"". In turn-of-the-century New York, a young girl who believes she's learned ""the seamy side of life"" from a risque play takes it upon herself to rescue her estranged mother from what appears to be a steamy love affair."
tt0043455,movie,David and Bathsheba,David and Bathsheba,0,1951.0,\N,116,"Drama,History,Romance",https://www.imdb.com/title/tt0043455,"Directed by Henry King.  With Gregory Peck, Susan Hayward, Raymond Massey, Kieron Moore. After King David sees the beautiful Bathsheba bathing from the palace roof, he enters into an adulterous affair which has tragic consequences for his family and Israel."
tt0043456,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0,1951.0,\N,92,"Drama,Sci-Fi",https://www.imdb.com/title/tt0043456,"Directed by Robert Wise.  With Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe. An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
tt0043457,movie,Dear Brat,Dear Brat,0,1951.0,\N,82,"Comedy,Romance",https://www.imdb.com/title/tt0043457,"Directed by William A. Seiter.  With Mona Freeman, Billy De Wolfe, Edward Arnold, Lyle Bettger. Woman gets involved with a crook trying to reform."
